customer_id,customer_name,gender_cd,gender,birth_day,age,postal_cd,address,application_store_cd,application_date,status_cd
CS013415000041,Cool Ichikawa,1,Male,1973-01-10,46,275-0023,"Shibaen, Narashino City, Chiba Prefecture",S12013,20150504,E-20101019-F
CS003502000170,Saburo Yamanishi,0,Female,1966-01-15,53,214-0038,"Ikuta, Tama -ku, Kawasaki City, Kanagawa Prefecture",S13003,20180119,0-00000000-0
CS009312000046,Touza Tamura,1,Male,1984-06-14,34,157-0068,"Unane, Setagaya -ku, Tokyo",S13009,20150603,0-00000000-0
CS002713000169,Hiromi Sasaki,1,Male,1946-07-29,72,185-0023,"Nishimotocho, Kokubunji -shi, Tokyo",S13002,20170710,0-00000000-0
CS035513000155,Masayo Itakura,1,Male,1960-06-12,58,157-0075,"Kinuta Park, Setagaya -ku, Tokyo",S13035,20150625,0-00000000-0
CS016513000108,Rinako Miyazaki,1,Male,1964-10-26,54,184-0014,"Koganei City, Koganei -shi, Tokyo",S13016,20150623,0-00000000-0
CS030613000131,Theatrical Company Miyuki,1,Male,1957-01-05,62,272-0021,"Yawata, Ichikawa City, Chiba Prefecture",S12030,20160408,2-20100830-4
CS007712000049,Shihori Kosuga,1,Male,1939-05-13,79,285-0836,"Ikutani, Sakura City, Chiba Prefecture",S12007,20150730,0-00000000-0
CS002313000026,Miyuki Owada,1,Male,1983-09-30,35,185-0021,"Minami -cho, Kokubunji -shi, Tokyo",S13002,20150525,0-00000000-0
CS010715000051,Sugaya tomorrow,1,Male,1945-02-19,74,221-0001,"Nishidao, Kanagawa -ku, Yokohama City, Kanagawa Prefecture",S14010,20160207,0-00000000-0
CS025712000031,Tsuchiya Manami,1,Male,1942-02-10,77,242-0024,"Fukuda, Yamato City, Kanagawa Prefecture",S14025,20150809,0-00000000-0
CS011415000059,Tomoyo Nakamura,1,Male,1971-01-03,48,223-0051,"Minowa -cho, Kita -ku, Yokohama -shi, Kanagawa",S14011,20141226,F-20101013-F
CS023603000025,Minakawa,0,Female,1955-07-15,63,212-0012,"Nakayuki -cho, Yuki -ku, Kawasaki -shi, Kanagawa",S14023,20151025,0-00000000-0
CS002713000080,Reina Hirao,9,Unknown,1944-04-21,74,185-0024,"Izumi -cho, Kokubunji, Tokyo",S13002,20160725,0-00000000-0
CS004503000020,Rokuro Fujiwara,0,Female,1968-02-25,51,165-0035,"Shirasagi, Nakano -ku, Tokyo",S13004,20150425,0-00000000-0
CS003515000667,Kaoru Yanagihara,1,Male,1962-12-08,56,182-0022,"Kokuro -cho, Chofu -shi, Tokyo",S13003,20170614,2-20091229-2
CS035404000012,Five great success,0,Female,1976-08-02,42,158-0097,"Yoga, Setagaya -ku, Tokyo",S13035,20170809,0-00000000-0
CS019412000123,Misa Yasui,1,Male,1973-04-17,45,173-0015,"Sakaemachi, Itabashi -ku, Tokyo",S13019,20150718,1-20090921-3
CS009415000307,Yuko Asakawa,1,Male,1972-01-15,47,158-0096,"Tamakawadai, Setagaya -ku, Tokyo",S13009,20180826,0-00000000-0
CS041313000015,Kyoko Nogami,1,Male,1984-04-02,34,192-0354,"Hachioji Ichimatsu, Tokyo",S13041,20170205,0-00000000-0
CS003312000290,Mayuko Shigematsu,1,Male,1986-02-17,33,206-0812,"Yanoguchi, Inagi City, Tokyo",S13003,20160629,0-00000000-0
CS024815000023,Mayuko Takenaka,1,Male,1931-11-25,87,214-0035,"Nagasawa, Tama -ku, Kawasaki City, Kanagawa Prefecture",S14024,20151030,2-20080925-4
CS002611000086,Yoko Toyoda,9,Unknown,1954-03-16,65,187-0032,"Ogawa -cho, Kodaira -shi, Tokyo",S13002,20170512,0-00000000-0
CS052515000002,Natsuki Oda,1,Male,1966-03-03,53,194-0022,"Morino, Machida City, Tokyo",S13052,20180117,0-00000000-0
CS006615000045,Aiko Hata,1,Male,1956-08-31,62,224-0053,"Ikebe -cho, Tsuzuki -ku, Yokohama -shi, Kanagawa",S14006,20150919,4-20091101-8
CS032413000073,Ai Sugiura,9,Unknown,1975-09-18,43,144-0044,"Haneda, Ota -ku, Tokyo",S13032,20150929,1-20080317-5
CS001511000115,Michiko Nakamura,1,Male,1967-07-09,51,212-0021,"Miyako -ku, Kawasaki -shi, Kanagawa",S13001,20170310,0-00000000-0
CS013314000055,Satomi Okuno,1,Male,1979-01-15,40,261-0025,"Hamada, Mihama -ku, Chiba -shi, Chiba",S12013,20150501,3-20080524-3
CS031513000017,Yonekura Harumi,1,Male,1966-08-25,52,151-0062,"Former Yoyogi -cho, Shibuya -ku, Tokyo",S13031,20151220,B-20090720-B
CS039313000112,Ayaka Otsuka,1,Male,1981-05-02,37,167-0052,"Minamiogikubo, Suginami -ku, Tokyo",S13039,20150802,0-00000000-0
CS027815000014,Nanami Ichikawa,1,Male,1933-04-22,85,251-0052,"Fujisawa, Fujisawa City, Kanagawa Prefecture",S14027,20151113,0-00000000-0
CS007512000054,Akane Shimadzu,1,Male,1963-12-17,55,276-0045,"Owada, Yachiyo City, Chiba Prefecture",S12007,20150713,0-00000000-0
CS003412000454,Okayama Natsuzora,1,Male,1971-04-30,47,182-0012,"Chofu -shi, Tokyo, Jindaiji Temple Higashi -cho",S13003,20171011,0-00000000-0
CS015215000021,Yumiko Oda,1,Male,1997-04-16,21,135-0014,"Ishijima, Koto -ku, Tokyo",S13015,20151019,B-20100316-D
CS040513000035,Asuka Morinaga,1,Male,1959-05-01,59,226-0025,"Toki -Ichimachi, Midori -ku, Yokohama -shi, Kanagawa",S14040,20150502,9-20100927-B
CS015315000033,Rinako Fukushi,1,Male,1983-03-17,36,135-0043,"Shiohama, Koto -ku, Tokyo",S13015,20141024,4-20080219-3
CS011413000082,Theatrical company Saki,1,Male,1969-05-18,49,223-0066,"Takada Nishi, Kohoku -ku, Yokohama -shi, Kanagawa",S14011,20150613,0-00000000-0
CS031515000257,Mizuki Kita,1,Male,1961-07-30,57,151-0066,"Nishihara, Shibuya -ku, Tokyo",S13031,20180124,0-00000000-0
CS023412000145,Natsumi Sugaya,1,Male,1973-03-19,46,212-0004,"Koitai -cho, Sachi -ku, Kawasaki -shi, Kanagawa",S14023,20150315,0-00000000-0
CS027414000140,Junko Kanaya,1,Male,1969-11-30,49,251-0052,"Fujisawa, Fujisawa City, Kanagawa Prefecture",S14027,20150319,A-20100817-E
CS002303000036,Yujiro Yamase,0,Female,1987-06-23,31,185-0011,"Honda, Kokubunji, Tokyo",S13002,20161126,0-00000000-0
CS019401000022,Aya Kodaira,1,Male,1981-10-27,37,158-0096,"Tamakawadai, Setagaya -ku, Tokyo",S13019,20150613,0-00000000-0
CS003512000285,Maho Uno,1,Male,1965-03-08,54,214-0004,"Sugababa, Tama -ku, Kawasaki City, Kanagawa Prefecture",S13003,20161013,6-20100530-2
CS005312000249,Takamiko Toyama,1,Male,1983-04-03,35,177-0044,"Kamiishi Kamiii, Nerima -ku, Tokyo",S13005,20170323,0-00000000-0
CS024312000012,Durability,9,Unknown,1980-01-19,39,216-0031,"Kamikihonmachi, Miyamae -ku, Kawasaki City, Kanagawa Prefecture",S14024,20150601,0-00000000-0
CS005414000029,Sekinao,1,Male,1973-03-09,46,165-0035,"Shirasagi, Nakano -ku, Tokyo",S13005,20150616,2-20100814-1
CS033712000042,Hiraoka Shibori,1,Male,1946-06-07,72,245-0016,"Izumi -cho, Izumi -ku, Yokohama -shi, Kanagawa",S14033,20151013,0-00000000-0
CS030212000015,Sachie Moriguchi,1,Male,1997-02-17,22,272-0013,"Takaya, Ichikawa City, Chiba Prefecture",S12030,20150903,0-00000000-0
CS023515000061,Miyuki Hamaguchi,1,Male,1967-05-06,51,212-0022,"Shinmeicho, Sachi -ku, Kawasaki City, Kanagawa Prefecture",S14023,20150913,B-20100629-D
CS030312000070,Yoko Itakura,1,Male,1954-07-08,64,263-0001,"Naganumahara -cho, Inage -ku, Chiba -shi, Chiba",S12030,20150616,0-00000000-0
CS006413000127,Sachiko Ono,1,Male,1975-05-23,43,224-0007,"Eda Minami, Tsuzuki -ku, Yokohama -shi, Kanagawa",S14006,20150716,0-00000000-0
CS006413000182,Rinako Matsunaga,1,Male,1974-04-06,44,224-0064,"Hiradai, Tsuzuki -ku, Yokohama City, Kanagawa Prefecture",S14006,20150626,1-20100919-2
CS003611000089,Rinako Yamauchi,1,Male,1956-06-20,62,206-0812,"Yanoguchi, Inagi City, Tokyo",S13003,20170524,0-00000000-0
CS017314000022,Sachiko Kamino,1,Male,1986-12-06,32,166-0002,"Koenji Kita, Suginami -ku, Tokyo",S13017,20150602,5-20100921-7
CS007403000006,Full -hearted,0,Female,1970-05-23,48,285-0855,"Ino, Sakura City, Chiba Prefecture",S12007,20150422,0-00000000-0
CS004513000111,Miyake Shibori,1,Male,1959-07-11,59,165-0027,"Nakano -ku, Tokyo Nomo",S13004,20150921,0-00000000-0
CS023213000030,Takamiko Kosuga,1,Male,1994-08-08,24,212-0021,"Miyako -ku, Kawasaki -shi, Kanagawa",S14023,20160106,0-00000000-0
CS008512000019,Tomoichi Shirakawa,1,Male,1966-01-13,53,213-0033,"Shimosakuri, Takatsu -ku, Kawasaki City, Kanagawa Prefecture",S13008,20150616,4-20100829-8
CS040412000141,Ogawa Natsu Sky,1,Male,1970-12-03,48,226-0026,"Nagatsuda -cho, Midori -ku, Yokohama -shi, Kanagawa",S14040,20150812,8-20080210-4
CS003313000543,Risa Kawai,1,Male,1983-03-10,36,182-0022,"Kokuro -cho, Chofu -shi, Tokyo",S13003,20170630,0-00000000-0
CS025512000143,Yoshino Kikuchi,1,Male,1962-11-24,56,242-0023,"Shibuya, Yamato City, Kanagawa Prefecture",S14025,20160306,B-20090802-5
CS021415000285,Misato Maeda,1,Male,1974-01-26,45,259-1144,"Ikehata, Isehara City, Kanagawa Prefecture",S14021,20170603,0-00000000-0
CS019311000048,Mayuko Okochi,1,Male,1987-02-14,32,173-0031,"Otaniguchi Kitamachi, Itabashi -ku, Tokyo",S13019,20160528,0-00000000-0
CS001615000273,Manami Hatano,1,Male,1956-02-28,63,144-0054,"Shin -Kamata, Ota -ku, Tokyo",S13001,20160602,0-00000000-0
CS037412000218,Sayaka Nishii,1,Male,1970-05-19,48,136-0071,"Kameido, Koto -ku, Tokyo",S13037,20170920,0-00000000-0
CS002615000351,Ruria Tanikawa,1,Male,1952-08-16,66,185-0022,"Higashimotomachi, Kokubunji -shi, Tokyo",S13002,20170419,0-00000000-0
CS042711000004,Ikuko Matsuda,1,Male,1940-11-15,78,231-0868,"Ishikawa -cho, Naka -ku, Yokohama -shi, Kanagawa",S14042,20190125,0-00000000-0
CS016515000070,Ai Kurata,1,Male,1965-01-20,54,184-0011,"Higashi -cho, Koganei -shi, Tokyo",S13016,20150911,B-20101002-D
CS033315000166,Mika Suenaga,1,Male,1984-11-16,34,246-0023,"Akuwato, Seya -ku, Yokohama -shi, Kanagawa",S14033,20150629,0-00000000-0
CS020415000311,Koyama 7th,1,Male,1977-05-24,41,174-0052,"Hasunuma -cho, Itabashi -ku, Tokyo",S13020,20171201,0-00000000-0
CS007215000002,Chinatsu Imaishi,1,Male,1996-05-08,22,285-0845,"Nishishizu, Sakura City, Chiba Prefecture",S12007,20160301,0-00000000-0
CS032115000006,Koizumi High History,9,Unknown,2003-11-14,15,144-0056,"Nishi -Rokugo, Ota -ku, Tokyo",S13032,20150223,6-20100725-A
CS001413000447,Mika Haraguchi,1,Male,1974-07-21,44,146-0095,"Tama River, Ota -ku, Tokyo",S13001,20170311,0-00000000-0
CS038413000061,Megumi Omura,1,Male,1976-11-25,42,134-0083,"Tokyo, Edogawa -ku, Tokyo, Kasai",S13038,20150519,0-00000000-0
CS017403000047,Tatsuya Numata,0,Female,1974-10-27,44,166-0000,"Suginami-ku, Tokyo",S13017,20150311,0-00000000-0
CS003713000101,Fujimura Tamaki,9,Unknown,1945-03-30,74,182-0022,"Kokuro -cho, Chofu -shi, Tokyo",S13003,20160531,0-00000000-0
CS018415000234,Rinko Igarashi,1,Male,1977-03-14,42,352-0032,"Shinbori, Niiza City, Saitama Prefecture",S13018,20150828,F-20100916-F
CS023613000082,Miki Terasawa,1,Male,1952-07-03,66,210-0001,"Honmachi, Kawasaki -ku, Kawasaki City, Kanagawa Prefecture",S14023,20141222,0-00000000-0
CS039315000089,Misako Oyama,1,Male,1984-09-27,34,168-0081,"Miyamae, Suginami -ku, Tokyo",S13039,20150129,2-20080412-4
CS030802000009,Shingo Shogo,0,Female,1930-08-31,88,272-0803,"Ichikawa -shi, Chiba",S12030,20180506,0-00000000-0
CS011615000103,Accompaniment,1,Male,1957-02-28,62,223-0064,"Shimoda -cho, Kohoku -ku, Yokohama -shi, Kanagawa",S14011,20160124,0-00000000-0
CS027315000100,Hiraoka Sachie,1,Male,1984-05-29,34,251-0052,"Fujisawa, Fujisawa City, Kanagawa Prefecture",S14027,20150913,0-00000000-0
CS014414000036,Yuu Kido,1,Male,1969-07-30,49,263-0024,"Anagawa, Inage -ku, Chiba -shi, Chiba",S12014,20150223,E-20100925-D
CS006311000005,Noriko Suikoshi,1,Male,1983-02-04,36,224-0057,"Kawawa -cho, Chiku, Tsuzuki -ku, Yokohama -shi, Kanagawa",S14006,20150329,5-20100917-8
CS038513000088,Nanami Morioka,1,Male,1966-12-30,52,279-0043,"Fujimi, Urayasu City, Chiba Prefecture",S13038,20150508,6-20100816-9
CS015414000150,Aya Fukuoka,1,Male,1968-11-06,50,136-0076,"Minami sand in Koto -ku, Tokyo",S13015,20170625,0-00000000-0
CS005715000153,Nishikawa tomorrow,1,Male,1942-03-30,77,166-0001,"Asaya Kita, Suginami -ku, Tokyo",S13005,20170730,0-00000000-0
CS023413000088,Miwako Hamaguchi,1,Male,1976-05-14,42,212-0016,"Minamikai -cho, Sachi -ku, Kawasaki -shi, Kanagawa",S14023,20150603,0-00000000-0
CS002411000124,Miki Kurata,1,Male,1971-06-18,47,187-0042,"Nakamachi, Kodaira City, Tokyo",S13002,20160326,1-20090827-1
CS021214000036,Reiko Sakakibara,1,Male,1995-03-10,24,259-1141,"Kamikasuya, Isehara City, Kanagawa Prefecture",S14021,20150222,6-20080917-7
CS025512000014,Reina Ogata,1,Male,1959-03-12,60,242-0016,"Yamato Minami, Yamato City, Kanagawa Prefecture",S14025,20141102,0-00000000-0
CS001615000284,Nana Otsuki,1,Male,1956-07-19,62,144-0051,"Nishi -Kamata, Ota -ku, Tokyo",S13001,20170727,0-00000000-0
CS005613000045,Michiko Ohara,1,Male,1955-03-18,64,177-0034,"Fujimidai, Nerima -ku, Tokyo",S13005,20150930,0-00000000-0
CS001514000199,Ikue Kumazawa,1,Male,1960-11-23,58,146-0094,"Higashi -Yaguchi, Ota -ku, Tokyo",S13001,20160730,0-00000000-0
CS002512000215,Aya Morioka,1,Male,1961-06-09,57,187-0002,"Hanakoganei, Kodaira City, Tokyo",S13002,20160615,5-20091206-7
CS002413000789,Kyoko Konno,1,Male,1973-05-18,45,185-0012,"Honmachi, Kokubunji -shi, Tokyo",S13002,20171025,0-00000000-0
CS003315000142,Hiroko Kasuga,1,Male,1980-07-02,38,201-0003,"Izumi Honcho, Komae City, Tokyo",S13003,20150119,6-20080517-2
CS012611000014,Reina Fukazawa,1,Male,1951-04-05,67,232-0037,"Yawata -cho, Minami -ku, Yokohama -shi, Kanagawa",S14012,20150820,0-00000000-0
CS008415000059,Aya Fujisawa,1,Male,1974-11-04,44,157-0067,"Kitaami, Setagaya -ku, Tokyo",S13008,20151001,F-20100817-F
CS022315000160,Takamiko Sugaya,1,Male,1980-07-08,38,240-0113,"Hayama -cho, Miura -gun, Kanagawa Prefecture",S14022,20150517,0-00000000-0
CS002314000073,Kazuka Sakuma,1,Male,1983-04-20,35,185-0012,"Honmachi, Kokubunji -shi, Tokyo",S13002,20150428,4-20100921-1
CS001613000401,Chiemi Fukuda,1,Male,1954-10-04,64,144-0035,"Minami Kamata, Ota -ku, Tokyo",S13001,20170305,0-00000000-0
CS040312000071,Airi Suenaga,1,Male,1982-03-16,37,226-0021,"Kita -Hatsusaku -cho, Midori -ku, Yokohama -shi, Kanagawa",S14040,20150317,0-00000000-0
CS010513000187,Asami Matsukawa,1,Male,1966-09-01,52,222-0032,"Samido -cho, Kohoku -ku, Yokohama -shi, Kanagawa",S14010,20150710,D-20100808-2
CS007313000078,Aoi Kawai,1,Male,1986-03-30,33,285-0859,"Minami Eucalyptus, Sakura City, Chiba Prefecture",S12007,20151227,0-00000000-0
CS020513000021,Koji Inagaki,9,Unknown,1967-06-27,51,115-0043,"Kamiya, Kita -ku, Tokyo",S13020,20150223,6-20090608-7
CS020415000162,Shirori Otsuka,1,Male,1976-01-17,43,114-0032,"Kita -ku, Tokyo Nakagojo",S13020,20150729,C-20100928-B
CS002502000123,Yusuke Sawada,0,Female,1965-07-30,53,185-0023,"Nishimotocho, Kokubunji -shi, Tokyo",S13002,20171025,0-00000000-0
CS004712000163,Miyuki Nakata,1,Male,1939-02-08,80,166-0000,"Suginami-ku, Tokyo",S13004,20170420,0-00000000-0
CS009513000012,Masami Omura,1,Male,1966-12-29,52,154-0016,"Setagaya -ku, Tokyo string roll",S13009,20150225,A-20100719-C
CS027312000084,Yu Hara,1,Male,1982-06-23,36,251-0052,"Fujisawa, Fujisawa City, Kanagawa Prefecture",S14027,20150112,0-00000000-0
CS037603000041,Kimiken Tashiro,0,Female,1954-06-28,64,136-0072,"Oshima, Koto -ku, Tokyo",S13037,20150204,0-00000000-0
CS043212000003,Love of Kageyama,1,Male,1997-09-20,21,108-0075,"Minato -ku, Tokyo Konan",S13043,20170429,5-20100307-6
CS034512000003,Satomi Omori,1,Male,1959-09-11,59,213-0013,"Last Director of Takatsu -ku, Kawasaki City, Kanagawa Prefecture",S14034,20150322,3-20100607-5
CS048611000001,Mika Itagaki,1,Male,1954-05-26,64,223-0066,"Takada Nishi, Kohoku -ku, Yokohama -shi, Kanagawa",S14048,20161030,0-00000000-0
CS010512000001,Love of Takashima,1,Male,1966-06-19,52,223-0057,"Shinhamachi, Kohoku -ku, Yokohama -shi, Kanagawa",S14010,20160101,0-00000000-0
CS026512000144,Nana Oizumi,1,Male,1966-10-18,52,253-0001,"Akabane, Chigasaki City, Kanagawa Prefecture",S14026,20150407,8-20091109-9
CS046611000001,Satomi Asada,1,Male,1955-07-09,63,223-0066,"Takada Nishi, Kohoku -ku, Yokohama -shi, Kanagawa",S14046,20170620,0-00000000-0
CS039502000034,Hayashi Nogiwa,0,Female,1963-06-09,55,166-0012,"Wada, Suginami -ku, Tokyo",S13039,20150707,0-00000000-0
CS026612000100,Erika Nagasawa,9,Unknown,1949-10-30,69,253-0001,"Akabane, Chigasaki City, Kanagawa Prefecture",S14026,20170519,0-00000000-0
CS002413000657,Mayuko Yanagita,1,Male,1971-05-03,47,185-0022,"Higashimotomachi, Kokubunji -shi, Tokyo",S13002,20161223,4-20090216-1
CS027415000040,Matsui Sora,1,Male,1972-03-16,47,251-0016,"Maitreji Temple, Fujisawa City, Kanagawa Prefecture",S14027,20150409,D-20100427-D
CS018513000043,Hanako Kaneshiro,1,Male,1963-09-21,55,204-0021,"Motomachi, Kiyose City, Tokyo",S13018,20150624,9-20100711-C
CS011512000176,Mayuko Ogawa,1,Male,1965-04-24,53,212-0055,"Minami Kase, Sachi -ku, Kawasaki City, Kanagawa Prefecture",S14011,20141205,6-20100829-7
CS011612000044,Asami Kajiwara,1,Male,1949-03-11,70,212-0054,"Kokura, Sachi -ku, Kawasaki City, Kanagawa Prefecture",S14011,20150617,0-00000000-0
CS004315000449,Masahiko Morinaga,9,Unknown,1986-05-20,32,176-0025,"Nakamura Minami, Nerima -ku, Tokyo",S13004,20170914,0-00000000-0
CS002213000157,Satomi Kusano,1,Male,1991-08-04,27,185-0022,"Higashimotomachi, Kokubunji -shi, Tokyo",S13002,20170102,0-00000000-0
CS018404000002,Yamauchi Santa Maria,0,Female,1975-07-05,43,203-0041,Higashi -Kurume City Nonori,S13018,20150721,0-00000000-0
CS005312000294,Toshio Zhaku,9,Unknown,1979-07-06,39,179-0075,"Takamatsu, Nerima -ku, Tokyo",S13005,20170213,0-00000000-0
CS016415000013,Kajiwara flower,1,Male,1969-11-06,49,184-0013,"Maehara -cho, Koganei -shi, Tokyo",S13016,20150606,B-20101014-E
CS010515000070,Michiko Hara,1,Male,1962-01-08,57,222-0023,"Nakamotohara, Kohoku -ku, Yokohama -shi, Kanagawa",S14010,20151231,9-20100724-C
CS005413000529,Michiko Ogawa,1,Male,1975-05-24,43,167-0033,"Shimizu, Suginami -ku, Tokyo",S13005,20170722,0-00000000-0
CS024514000012,Haruka Sakaguchi,1,Male,1962-10-22,56,214-0034,"Mita, Tama -ku, Kawasaki City, Kanagawa Prefecture",S14024,20151225,6-20100621-A
CS016314000088,Seiki Segawa,1,Male,1985-05-10,33,184-0004,"Honmachi, Koganei City, Tokyo",S13016,20150622,9-20091016-B
CS012511000023,Airi Oshima,1,Male,1967-07-02,51,232-0007,"Shimizuigaoka, Minami -ku, Yokohama -shi, Kanagawa",S14012,20150701,7-20100131-3
CS017513000185,Sachiko Yamazaki,1,Male,1960-04-09,58,165-0027,"Nakano -ku, Tokyo Nomo",S13017,20150629,8-20100606-A
CS008615000117,Reiko Kikuchi,1,Male,1950-10-14,68,157-0066,"Seijo, Setagaya -ku, Tokyo",S13008,20150619,0-00000000-0
CS030413000038,Hitomi Iizuka,1,Male,1970-01-28,49,272-0015,"Ichikawa City, Chiba Prefecture Onitaka",S12030,20150521,0-00000000-0
CS004512000471,Airi Okamura,1,Male,1962-12-12,56,177-0034,"Fujimidai, Nerima -ku, Tokyo",S13004,20170715,0-00000000-0
CS023402000041,Kaoru Tamaki,0,Female,1969-11-12,49,212-0004,"Koitai -cho, Sachi -ku, Kawasaki -shi, Kanagawa",S14023,20150612,0-00000000-0
CS020212000014,Matsui Natsuzora,1,Male,1991-05-08,27,332-0015,"Kawaguchi, Kawaguchi City, Saitama Prefecture",S13020,20150707,E-20100524-7
CS034712000016,Toshima flower,1,Male,1941-01-19,78,216-0024,"Minamihiradai, Miyamae -ku, Kawasaki City, Kanagawa Prefecture",S14034,20150422,0-00000000-0
CS023312000011,Seki Asuka,1,Male,1981-07-11,37,212-0011,"Yuki -cho, Kawasaki -shi, Kanagawa",S14023,20150712,0-00000000-0
CS008312000033,Mia Kodaira,1,Male,1985-09-11,33,213-0032,"Kukuchi, Takatsu -ku, Kawasaki City, Kanagawa Prefecture",S13008,20150730,0-00000000-0
CS026612000097,Miwako Uno,1,Male,1950-11-11,68,253-0051,"Wakamatsu -cho, Chigasaki City, Kanagawa Prefecture",S14026,20171227,0-00000000-0
CS005415000202,Nana Ishiguro,1,Male,1975-02-06,44,167-0022,"Suginami -ku, Tokyo Shimoigusa",S13005,20150912,8-20100616-B
CS002515000597,Teppei Tabata,9,Unknown,1959-09-16,59,185-0021,"Minami -cho, Kokubunji -shi, Tokyo",S13002,20171019,0-00000000-0
CS002511000146,Inagaki's eyes,1,Male,1963-02-24,56,189-0012,"Hagiyama -cho, Higashimurayama City, Tokyo",S13002,20170205,0-00000000-0
CS020612000122,Nao Konuma,1,Male,1957-01-24,62,174-0074,"Higashishinmachi, Itabashi -ku, Tokyo",S13020,20180608,0-00000000-0
CS022413000156,Nanko Sakashita,1,Male,1976-04-20,42,249-0003,"Ikeko, Zushi City, Kanagawa Prefecture",S14022,20150605,0-00000000-0
CS004314000136,Shiori Kawamoto,1,Male,1986-11-14,32,165-0027,"Nakano -ku, Tokyo Nomo",S13004,20160802,A-20100921-B
CS022612000043,Kaoru Fujishima,1,Male,1950-03-13,69,249-0008,"Kotsubo, Zushi City, Kanagawa Prefecture",S14022,20150214,0-00000000-0
CS012502000034,Plain Plain,0,Female,1967-08-14,51,231-0023,"Yamashita -cho, Naka -ku, Yokohama -shi, Kanagawa",S14012,20150124,0-00000000-0
CS002615000072,Love of Ito,1,Male,1954-08-15,64,185-0014,"Higashi Koikokubo, Kokubunji City, Tokyo",S13002,20150523,5-20091214-2
CS014602000010,Masayoshi Suzuki,0,Female,1953-11-18,65,264-0024,"Takabu -cho, Wakaba -ku, Chiba -shi, Chiba",S12014,20150402,0-00000000-0
CS001715000226,Yui Wakita,1,Male,1939-02-19,80,144-0035,"Minami Kamata, Ota -ku, Tokyo",S13001,20171222,0-00000000-0
CS002603000039,Yuta Hayami,0,Female,1957-06-12,61,185-0014,"Higashi Koikokubo, Kokubunji City, Tokyo",S13002,20150410,0-00000000-0
CS004315000291,Haruka Tahara,1,Male,1985-09-17,33,165-0035,"Shirasagi, Nakano -ku, Tokyo",S13004,20160506,0-00000000-0
CS018414000080,Mami Umemoto,1,Male,1970-09-10,48,203-0051,"Oyama, Higashikurume City, Tokyo",S13018,20150826,E-20100720-F
CS001615000410,Love of Itagaki,1,Male,1957-09-20,61,144-0055,"Nakarokugo, Ota -ku, Tokyo",S13001,20161002,0-00000000-0
CS001614000162,Nanami Nakabayashi,1,Male,1951-03-20,68,144-0055,"Nakarokugo, Ota -ku, Tokyo",S13001,20170529,0-00000000-0
CS017215000070,Manami Oyama,1,Male,1993-08-13,25,166-0014,"Matsunogi, Suginami -ku, Tokyo",S13017,20170910,2-20100421-3
CS051515000002,Fuse Chinatsu,1,Male,1966-04-06,52,115-0056,"Nishigaoka, Kita -ku, Tokyo",S13051,20171211,2-20101025-4
CS004415000119,Keiko Oichi,1,Male,1969-03-20,50,165-0027,"Nakano -ku, Tokyo Nomo",S13004,20150327,A-20100402-C
CS004512000013,Rinako Haneda,1,Male,1960-04-28,58,166-0001,"Asaya Kita, Suginami -ku, Tokyo",S13004,20150205,0-00000000-0
CS004403000156,Kimimaro Shimizu,0,Female,1976-06-02,42,165-0034,"Yamato -cho, Nakano -ku, Tokyo",S13004,20170510,0-00000000-0
CS024215000013,Haruka Kono,1,Male,1991-12-27,27,214-0038,"Ikuta, Tama -ku, Kawasaki City, Kanagawa Prefecture",S14024,20150322,6-20100115-A
CS009513000132,Honda Ai,1,Male,1966-03-13,53,158-0081,"Fukasawa, Setagaya -ku, Tokyo",S13009,20150123,3-20090824-2
CS005513000069,Airi Saito,1,Male,1966-12-09,52,165-0031,"Kami -Saginomiya, Nakano -ku, Tokyo",S13005,20151110,2-20080630-2
CS001612000311,Mika Okamoto,1,Male,1951-03-21,68,211-0015,"Kitaya -cho, Nakahara -ku, Kawasaki -shi, Kanagawa",S13001,20171118,0-00000000-0
CS011415000008,Kurita Mahiru,1,Male,1975-05-09,43,223-0062,"Hiyoshi Honmachi, Kohoku -ku, Yokohama -shi, Kanagawa",S14011,20150710,C-20101026-E
CS001515000528,Aya Nagahama,9,Unknown,1966-07-12,52,144-0044,"Haneda, Ota -ku, Tokyo",S13001,20170429,0-00000000-0
CS030315000042,Masami Mizuguchi,1,Male,1985-04-10,33,272-0025,"Owada, Ichikawa City, Chiba Prefecture",S12030,20150722,2-20080215-5
CS025511000026,Love of Nagase,1,Male,1962-10-02,56,242-0014,"Kamewada, Yamato City, Kanagawa Prefecture",S14025,20150823,0-00000000-0
CS039612000088,Riho Ono,1,Male,1957-03-04,62,168-0065,"Hamadayama, Suginami -ku, Tokyo",S13039,20150319,0-00000000-0
CS017513000075,Kawaguchi Sora,1,Male,1961-07-30,57,166-0003,"Koenji Minami, Suginami -ku, Tokyo",S13017,20150512,0-00000000-0
CS037213000058,Mayuko Tabe,1,Male,1991-05-29,27,136-0072,"Oshima, Koto -ku, Tokyo",S13037,20150714,7-20090223-4
CS022615000148,Rinako Asanuma,1,Male,1953-09-03,65,240-0113,"Hayama -cho, Miura -gun, Kanagawa Prefecture",S14022,20150405,5-20100719-9
CS009415000269,Sayaka Shimizu,1,Male,1972-04-30,46,154-0014,"Shinmachi, Setagaya -ku, Tokyo",S13009,20160821,9-20100720-B
